nno_doc_hash,nob_doc_hash,nno_url,nob_url,nno_fulltext,nob_fulltext
4b5da205ba25941568024d94810c0057428704da,866695f7482d196b75e4293a19b36148e064b103,https://konkurransetilsynet.no/publikasjoner/arsrapporter/,https://konkurransetilsynet.no/publikasjoner/rapporter/,"['Årsrapportar', 'I 2022 står framleis daglegvaremarknaden sentralt i arbeidet til Konkurransetilsynet. Tilsynet, som har fylgt marknaden tett over mange år, ser at løysningar krev at utfordringane blir sett i samanheng. Den nye geopolitiske situasjonen som oppstod då Russland invaderte Ukraina førte til høge straumprisar og inflasjon inkludert høge daglegvareprisar. Dette er noko som påverkar Konkurransetilsynet sitt arbeid.', 'Konkurransetilsynet ser at den teknologiske utviklinga i mange marknadar gjev nye utfordringar. Vi må ha rett kompetanse og vere organisatorisk tilpassa nye utfordringar. Det er ei sentral oppgåve for tilsynet å vere førebudd på framtida, og noko som inngår i den nye strategien for 2022-2027. I strategiplanen til tilsynet for 2022-2027 er òg «Berekraft gjennom konkurranse» tatt inn som ei strategisk målsetjing for perioden 2023-2025. Konkurransetilsynet si berekraftsatsing inneber at tilsynet vil prioritere saker med berekraftaspekt i handhevinga av konkurranselova.', 'I 2021 har ulike konkurranseutfordringar i daglegvaremarknaden stått sentralt i arbeidet vårt. Sidan 2019 har Konkurransetilsynet fått ekstra midlar frå Nærings- og fiskeridepartementet for auka satsing på daglegvaresektoren og i 2021 vedtok Stortinget at denne satsinga skal gjerast permanent. Dette gjer det mogleg med eit meir langsiktig perspektiv på kompetanseoppbygging slik at vi er i god posisjon til å adressere konkurranseutfordringar i denne sektoren.', 'I tillegg til å ha fokus på våre mange pågåande etterforskingssaker og pådrivarsaker innanfor mange ulike marknader, har óg digitalisering prega arbeidet vårt. I 2021 har vi hatt merksemd på nye måtar å arbeide på og bruke data, men óg bygd opp kompetanse om føretak sin bruk av algoritmar. I tillegg har vi etterforska ein sak innanfor digital økonomi.', 'Covid-19 har prega arbeidet til Konkurransetilsynet i 2020. Som mange andre organisasjonar har tilsynet frå mars 2020 i stor grad nytta heimekontor. Trass covid-19, har aktiviteten vår vore høg i året som har gått. I løpet av det siste året har Konkurransetilsynet komme med tre vedtak og to varsel i etterforskingssaker, og lagt ned forbod mot ein føretakssamanslutning. Tilsynet har òg vedtatt eller varsla gebyr i tre saker som omhandlar mangelfull/feilaktig informasjon om fusjonar og oppkjøp. Konkurransetilsynet har påpeika konkurranseskadelege reguleringar og gitt innspel til korleis nye reguleringar kan utformast slik at dei fremmar og ikkje avgrensar konkurranse.', 'Konkurransetilsynet har i 2019 fortsatt arbeidet med å jobba breitt ut mot mange marknadar og ulike typar saker, i tråd med vår strategiske plan for perioden 2017-21. Vi har vore synlege i blant anna marknadene for daglegvarer, drivstoff, alarm, pensjon, helse, drosje og bøker. Vi har brukt heile breidda i verkemiddelapparatet vårt: fusjonskontroll, kartellavdekking, hindre misbruk av dominerande stilling samt å arbeide for at rammevilkåra legg til rette for konkurranse.', 'Konkurransetilsynet har jobba systematisk og effektivt med måla frå tildelingsbrevet frå 2018 og frå strategiplan 2017-21. Tilsynet har nådd ut breitt med dei sakene vi jobbar med, vi har auka kjennskapen til konkurransereglane, og vi påpeiker betydinga av konkurranse der det er til fordel for forbrukarar og næringsliv. I sum har dette bidrege til at selskap i større grad etterlever konkurransereglane, og regelverket i enkeltnæringar i større grad fremmar sunn konkurranse.', 'Konkurransetilsynet har hatt høg aktivitet i 2017, ikkje minst på etterforskingssida. Tre bevissikringar er gjennomført i høvesvis ølmarknaden, alarmmarknaden og avfallsmarknaden. I 2017 har tilsynet fatta to vedtak om ulovleg samarbeid. Fire forlag fekk gebyr på til saman over 30 millionar kroner.', 'Det har vore høg aktivitet i 2016, med fleire tydelege vedtak som har hatt effekt både direkte i den enkelte saka og indirekte i form av førebyggande verkingar. Det å vere strategisk synleg er også viktig for å fremje konkurranse og forhindre konkurranseskadeleg åtferd, skriv tilsynet i årsrapporten for 2016.', 'Rekordmange inngrep i fusjonssaker og gjennomslag i rettsapparatet er stikkord for Konkurransetilsynets arbeidsår i 2015.Tilsynet greip inn i fem av dei mange fusjons-sakene som var melde inn til tilsynet. Det er det største talet nokon gong i eit einskild år sidan 2007.', 'Kartellsatsinga gir resultat. Konkurransetilsynet har intensivert kontrollane og etterforskar no fleire store saker parallelt. Fleire selskap har sjølv varsla om at dei kan vere involvert i ulovleg samarbeid.', 'Vi bruker informasjonskapsler for å optimalisere nettstedet og vår service.', 'Functional cookies Functional cookies Alltid aktiv', 'The technical storage or access is strictly necessary for the legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the sole purpose of carrying out the transmission of a communication over an electronic communications network.', 'Preferanser Preferanser', 'The technical storage or access is necessary for the legitimate purpose of storing preferences that are not requested by the subscriber or user.', 'Statistikk Statistikk', 'The technical storage or access that is used exclusively for statistical purposes. The technical storage or access that is used exclusively for anonymous statistical purposes. Without a subpoena, voluntary compliance on the part of your Internet Service Provider, or additional records from a third party, information stored or retrieved for this purpose alone cannot usually be used to identify you.', 'Markedsføring Markedsføring', 'The technical storage or access is required to create user profiles to send advertising, or to track the user on a website or across several websites for similar marketing purposes.']","['Stadig flere bedrifter i Norge bruker overvåknings- og prisingsalgoritmer i sin virksomhet. Det viser en undersøkelse Konkurransetilsynet har utført. Tilsynet oppfordrer nå bedrifter til å være oppmerksomme på at bruken av algoritmer også kan skade konkurransen og føre til høyere priser til forbrukerne. 03.02.2021', 'Konkurransetilsynet har gjort en grundig kartlegging av innkjøpsbetingelsene i 2018 og 2019 i det norske dagligvaremarkedet. Kartleggingen er et supplement til Konkurransetilsynets analyser av prisforskjeller fra 2017, der hovedresultatene ble publisert i en rapport i november 2019. 08.10.2020', 'Konkurransetilsynet har gjort en grundig kartlegging av innkjøpsbetingelsene i 2017 i det norske dagligvaremarkedet. Den viser til dels store forskjeller i dagligvarekjedenes innkjøpspriser. 13.11.2019', 'De siste årene har oljeprisen falt betydelig, og dette har tvunget frem endringer og kostnadskutt som i særlig grad har påvirket leverandørindustrien i petroleumsnæringen. Fra et konkurransefaglig ståsted er det likevel vanskelig å se at bruk av kjøpermakt vil kunne begrense konkurransen og skade forbrukerne. 03.10.2016', 'Konkurransetilsynets rapport fra mars 2015 viser at bankene har økt sin inntjening på boliglån og hatt likere rentenivå de siste årene. Markedet er sårbart for at bankene kan samordne sine renter, og tilsynet er derfor svært opptatt av at ikke bankene signaliserer fremtidige renter. 24.03.2015', 'Konkurransetilsynet har gjennomført en undersøkelse av konkurransen i det norske drivstoffmarkedet. Undersøkelsen bygger på analyser av en betydelig mengde data, om blant annet priser, hentet inn fra de norske drivstoffkjedene i 2012. (2014)', 'Konkurransen i marknaden for offentleg tenestepensjon er avgrensa. Det er få som tilbyr produktet, og arbeidsgjevarane orienterer seg i liten grad i marknaden. Dette kjem fram i ein ny rapport frå Konkurransetilsynet. (2010)', 'Stadig flere forbrukere handler bensin på lavprisdager, viser en undersøkelse fra Konkurransetilsynet. Prisnivået varierer mye fra sted til sted. Undersøkelsen styrker oppfatningen av at den lokale konkurransen har mye å si for bensinprisen. (2010)', 'Rapporten presenterer konkurransesituasjonen i seks utvalgte markeder med særlige utfordringer, og anbefaler tiltak som kan bedre konkurransen. I tillegg tar rapporten for seg virkninger av konkurransepolitikken i enkelte viktige markeder. (2009)', 'Rapporten viser at det er solgt betydelig mer skjønnlitteratur og at prisene på skjønnlitteratur har falt etter at den nye bokbransjeavtalen trådte i kraft 1. mai 2005. Antall solgte titler har også økt. (2006)', 'Vi bruker informasjonskapsler for å optimalisere nettstedet og vår service.', 'Functional cookies Functional cookies Alltid aktiv', 'The technical storage or access is strictly necessary for the legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the sole purpose of carrying out the transmission of a communication over an electronic communications network.', 'Preferanser Preferanser', 'The technical storage or access is necessary for the legitimate purpose of storing preferences that are not requested by the subscriber or user.', 'Statistikk Statistikk', 'The technical storage or access that is used exclusively for statistical purposes. The technical storage or access that is used exclusively for anonymous statistical purposes. Without a subpoena, voluntary compliance on the part of your Internet Service Provider, or additional records from a third party, information stored or retrieved for this purpose alone cannot usually be used to identify you.', 'Markedsføring Markedsføring', 'The technical storage or access is required to create user profiles to send advertising, or to track the user on a website or across several websites for similar marketing purposes.']"
