nno_doc_hash,nob_doc_hash,nno_url,nob_url,nno_fulltext,nob_fulltext
c846f2be35f32c8b29503209534f066731aee959,7826e834130079b3cd366393979e8aec7d65723a,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7508&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['I 2012 fikk Statnett konsesjon til å bygge en ny kraftledning mellom Skaidi og Hammerfest i Finnmark. I forbindelse med Olje- og energidepartementets klagebehandling har NVE behandlet en oppdatert konsekvensutredning for kraftledningen. NVE mener at det er nødvendig å bygge den nye kraftledningen dersom Olje- og energidepartementet gir tillatelse til elektrifisering av Melkøya og Wisting.', 'For ti år siden ble et både gitt konsesjon til en ny kraftledning fra Balsfjord til Hammerfest Vedtaket ble klaget inn til Olje- og energidepartementet (OED), som i 2015 opprettholdt NVEs vedtak for strekningen Balsfjord-Skaidi. For strekningen Skaidi-Hammerfest avventet OED klagebehandlingen, da begrunnelsen for ledningen til Hammerfest i utgangspunktet var Melkøya tog 2. Equinor ønsker nå å elektrifisere petroleumsanleggene på Melkøya og Wisting, og i den forbindelse tas klagebehandlingen av ledningen fra Skaidi til Hammerfest opp igjen.', 'Det har ikke vært en del av NVEs oppdrag å vurdere samfunnsnytten av å elektrifisere disse petroleumsanleggene. Hvis Melkøya og Wisting skal elektrifiseres, er vår vurdering at det er nødvendig å bygge en ny 420 kV kraftledning mellom Skaidi-Hammerfest, utvide Skaidi transformatorstasjon og bygge nye Hyggevatn transformatorstasjon. Ledningen vil bli rundt 54 kilometer lang.', 'Etter NVEs vurdering er det for de fleste av fagtemaene ikke fremkommet vesentlig ny informasjon, som påvirker de vurderingene NVE gjorde da ledningen fikk konsesjon i 2012. Et unntak er reindrift. Basert på oppdatert forskning/kunnskap, mener NVE at virkningene for reindrift er større enn det som lå til grunn da Statnett fikk konsesjon for ti år siden. Det er et økende press på arealene som reindriftsnæringen bruker.', 'NVE konkluderer med at ledningen vil gi betydelige virkninger for reindriften i anleggsfasen. I driftsfasen kan den også føre til potensielle virkninger, spesielt ved enkelte nøkkelpunkter langs traseen. Anleggene kan også gi ulemper for fritidsboliger, friluftsliv, bebyggelse og naturmangfold.', 'For å dempe noen av virkningene har NVE foreslått avbøtende tiltak for reindrift, fritidsboliger og naturmangfold.', 'NVE anbefaler at Olje- og energidepartementet vurderer ulempene anleggene vil medføre opp mot samfunnsnytten av elektrifiseringen, når elektrifiseringsspørsmålet skal behandles.', 'Olje- og energidepartementet anbefales også å avslå Statnetts søknad om å bygge en 700 meter lang permanent anleggsvei nord for Skaidi transformatorstasjon. Veien vil ha betydelige og langvarige negative virkninger for boligene den passerer.']"
c846f2be35f32c8b29503209534f066731aee959,d451339b426701a4f934b5553acb6c141caaead2,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7573&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['NVE har mottatt tilleggssøknad og tilleggsutredning fra Statnett for nye Krossberg transformatorstasjon i Stavanger kommune i Rogaland.', 'Statnett og Lnett søker nå om en ny, prioritert løsning for Krossberg transformatorstasjon, som innebærer utvidelse og ombygging av eksisterende Stølaheia transformatorstasjon med et gassisolert anlegg. Ny løsning krever et samlet inngjerdet areal på ca. 32 500 m². Opprinnelig omsøkte løsning trekkes ikke, men prioriteres under den nye løsningen. Statnett har utført tilleggsutredninger etter krav fra NVE for alle vurderte alternativer.', 'I opprinnelig søknad begrunnet Statnett tiltaket med et behov om forbedret forsyningssikkerhet i Sør-Rogaland og tilrettelegging for økt elektrifisering på Nord-Jæren. Dagens stasjon ved Stølaheia ble bygget på slutten av 1980-tallet, nærmer seg slutten av sin tekniske levetid og har behov for reinvesteringer. Statnett søkte opprinnelig kun om en plasseringen av den nye transformatorstasjonen like sørvest for dagens Stølaheia stasjon.', 'Statnett søker samtidig om tillatelse til ekspropriasjon og forhåndstiltredelse for nødvendig grunn og rettigheter til bygging og drift av den nye transformatorstasjonen, for det tilfelle det ikke er mulig å oppnå minnelig avtale med berørte grunneiere og rettighetshavere. Informasjon om hva det innebærer finner dere her: www.nve.no/grunneierinfo.']"
c846f2be35f32c8b29503209534f066731aee959,fec1205d12f365e799b0e0f179acc5f512a06477,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=5086&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['Norges vassdrags- og energidirektorat (NVE) har den 10.2.2022 fattet vedtak om å gi Vevig AS tillatelse til å bygge og drive en ny omtrent 4,7 km lang 66 kV jordkabel fra Harpefossen kraftverk via Fron omformerstasjon til Sør-Fron transformatorstasjon i Sør-Fron kommune i Innlandet. NVE gir samtidig Vevig samtykke til ekspropriasjon av grunn og rettigheter til bygging og drift av kabelen.', 'Dagens luftledning fra Harpefoss kraftstasjon til Fron omformerstasjon vil bli revet og erstattet av jordkabel. Videre vil det også bli jordkabel mellom Fron omformerstasjon og Sør-Fron transformatorstasjon. Løsningen som har fått konsesjon vil gi mindre synlige inngrep i et friluftsområde og i et viktig kulturmiljø sammenliknet med i dag.', 'NVE begrunner vedtaket med behov for reinvestering og oppgradering av ledningsnettet. NVE mener løsningen som nå har fått konsesjon totalt sett vil være den beste løsningen for allmenne interesser.', 'Kostnadsforskjellen mellom luftledning og jordkabel er i denne saken begrenset. NVE mener derfor jordkabel ikke bryter med Stortingets kabelpolicy for bruk av kabel på dette spenningsnivået (Meld. St. 14, nettmeldingen).']"
c846f2be35f32c8b29503209534f066731aee959,4b71af0c307a910693f2fd54952c01f25910e062,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7572&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['Norges vassdrags- og energidirektorat (NVE) har i dag fastsatt utredningsprogram for Statnetts planer om ny 420 kV kraftledning mellom Fagrafjell og Bærheim transformatorstasjoner i Sandnes, Klepp, Sola og Time kommune i Rogaland fylke. Vi viser til meldingen fra Statnett av 07.07.2021 og NVEs høring av denne. Utredningsprogrammet er fastsatt på grunnlag av det foreslåtte utredningsprogrammet fra Statnett, innkomne høringsuttalelser og NVEs egne vurderinger.', 'Bakgrunn for utredningsprogram og selve utredningsprogrammet kan leses ved å laste ned filene til høyre på siden.', 'Utredningsprogrammet er spesifisert i et eget brev og er en arbeidsbeskrivelse på det NVE mener må utredes før tiltaket kan søkes om etter energiloven. NVE har gjennom høring av forslaget til utredningsprogram mottatt innspill til utredninger som kreves gjennomført, i tillegg til de Statnett selv har foreslått.', 'Det har kommet innspill til konkrete temaer som kreves utredet, traséjusteringer/nye traseer, osv. Vi har vurdert alle innspillene og sammen med Statnetts forslag til utredningsprogram danner det grunnlaget for hva som vurderes som beslutningsrelevante temaer i det fastsatte utredningsprogrammet.', 'Generelt er det forståelse for behovet om økt forsyningssikkerhet, og økt kapasitet til Nord-Jæren, selv om det også stilles spørsmålstegn rundt hva slags forbruk som utløser investeringsbehovet.', 'Majoriteten av høringsuttalelsene peker på at kraftledningen bør kables i bakken, helst på hele, eller i det minste på deler av strekningen.', 'Flere grunneiere har kommentert luftledningstraseen. De er opptatt av at det utredes og velges løsninger og traseer som gir minst mulig ulemper for deres eiendommer.', 'Flere landbruksdrivere er opptatt av kraftledningenes påvirkning på deres driftsmuligheter, i form av trasé og masteplasseringer på dyrket mark.', 'Flere organisasjoner og foreninger påpeker et press på friluftslivsområdene i tiltaksområdet som blir påvirket av disse planene, og andre kraftledningsprosjekter. Bogafjell og Vagleskogen trekkes fram som to eksempler på friluftsområder som blir berørt av flere kraftledninger.', 'Mange viser også til de foreslåtte traseenes nærhet mot flere naturreservater som Lonavatnet og Øksnevadtjern, med de utfordringer dette har for blant annet fuglelivet der.', 'For Sola kommune er det et større kommende boligområde like ved Bærheim som får størst påvirkning fra planene, og det ønskes utredning av kabling for de deler som påvirker kommunen. Det forutsettes også at høyderestriksjoner for flyplassen følges ved etablering', 'av luftledning.', 'Time kommune støtter arbeidet i å styrke strømforsyningen på Nord-Jæren og ber om at nytt næringsareal for kraftkrevende industri og næringsvirksomhet innenfor tiltaksområdet blir tatt hensyn til i det videre utredningsarbeidet.', 'Sandnes kommune ønsker også utredning av meldingens alternativ 3, samt mulige kombinasjoner av de innmeldte alternativene. Kommunen påpeker også at summen av belastninger fra eksisterende og planlagte kraftledninger, og øvrig ny infrastruktur, må', 'legges til grunn i utredningene og ved vurdering av avbøtende tiltak.', 'Klepp kommune ber om at meldingens alternativ 3,4 og 5 blir konsekvensutredet, og påpeker at meldingens alternativ 1 har et vesentlig konfliktnivå i Klepp kommune.']"
c846f2be35f32c8b29503209534f066731aee959,21d7f5d8269813c7f399f6e93dfa1a1f35788f6e,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=8745&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['NVE gir Mellom AS konsesjon til bygging og drift av en ny 132 kV kraftledning mellom Rensvik transformatorstasjon i Kristiansund kommune og Engviklia i Averøy kommune i Møre og Romsdal. Ledningen får en lengde på 12,8 km, og bygges i samme trasé som en eksisterende 66 kV ledning, som NVE gir Mellom tillatelse til å rive. Tillatelsen inkluderer også et nytt 132 kV bryterfelt. Tillatelsen inkluderer også et nytt 132 kV bryterfelt i utendørs koblingsanlegg ved Rensvik transformatorstasjon.', 'NVE gir Mellom AS samtykke etter ekspropriasjonsloven for ekspropriasjon av rettigheter i kraftledningsgaten på én eiendom.']"
c846f2be35f32c8b29503209534f066731aee959,36136f76b3539342893b97493e27e49c48bef171,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=8658&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['Statnett og BKK Nett har fått tillatelse til å gjennomføre tiltak i tilknytning til Lindås transformatorstasjonen i Alver og Austrheim kommuner i Vestland fylke. Tiltakene vil øke nettkapasiteten og styrke forsyningssikkerheten i området.', 'Statnett har fått tillatelse til å bygge og drive en ny transformatorcelle i dagens Lindås transformatorstasjon, et nytt lagerbygg, installere en ny reaktor, samt sprenge ut areal innenfor dagens stasjonsgjerde i vest for å tilrettelegge for en fremtidig utvidelse av transformatorstasjonen.', 'BKK Nett har fått tillatelse til å bygge og drive en ny transformatorstasjon med øvre spenningsnivå 132 kV i tilknytning til Statnetts stasjon og en ny 132 kV kraftledning fra den nye transformatorstasjonen til Mongstad transformatorstasjon. NVE har også gitt BKK Nett tillatelse til å legge 132 kV-kraftledningen Seim–Mongstad innom den nye stasjonen og rive delen av denne ledningen på strekningen herfra og videre til Mongstad transformatorstasjon.']"
c846f2be35f32c8b29503209534f066731aee959,e86497c48ad346c4572bfee038887ea9026e3e79,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7580&type=A,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7618&type=A,"['Noregs vassdrags- og energidirektorat (NVE) har gjeve Statnett SF, Eviny Fornybar AS og BKK Nett AS konsesjon for bygging av Dalekvam transformatorstasjon i Vaksdal kommune i Vestland fylke. NVE gir òg løyve til endringar på Elvevegen og kryss mot Dalevegen, Hestavollen og Sandlivegen, og til å gjere endringar på ein kai på Garnes i Bergen kommune for å kunne transportere inn ny transformator.', 'NVE gir òg oreigningsløyve for naudsynt grunn og tilkomst for å gjennomføre tiltaka.']","['Det er gitt konsesjon for en installert effekt på inntil 7,021 MWp, noe som årlig kan gi i størrelsesorden 6,4 GWh ny fornybar energiproduksjon', 'Det ble gitt tillatelse til Furuseth solkraftverk 05.05.2022. Etablering av Furuseth solkraftverk vil være nyttig for å høste erfaring fra bygging og drift av denne typen solkraftverk. I norsk sammenheng vil Furuseth solkraftverk i praksis være et pilotanlegg. Det ble på dette grunnlag satt en rekke vilkår i konsesjonen, for å tilføre NVE kunnskap om solkraft i Norge.', 'I konsesjonsbehandlingen vurderte NVE at miljøulempene små, samtidig som utbyggingen skjer i et område med minimal ferdsel eller friluftslivsaktiviteter, utover jakt som utøves i regi av grunneier. NVE konstaterer at Stor-Elvdal kommune er positive til tiltaket.']"
06e75f4f88d1578dc0a83e496fac1df31d3e1a91,ad3263e5b60e32a455203c28d3b50c6bdf1e79d7,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=8757&type=a,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7575&type=V,"['NVE har motteke konsesjonssøknad fra Fagne om ein ny 132 kV dobbelkurs kraftledning frå Bø til Meland i Karmøy kommune, Rogaland fylke.', 'Fagne søkjer om å byggje, eige og drive ein om lag 5 km lang ny 132 kV kraftleidning fra Bø transformatorstasjon til Meland. Det er søkt om ein hovedutrasé, med totalt tre undertrasear. Fagne søkjer også om å rive dagens 66 kV kraftleidning, samt å erstatte dagens tremaster med nye rundstålmaster. Fagne grunngjev søknaden med at eksisterande 66 kV nett er dimensjonert for svakt for dagens behov og forventa vekst. Det er difor naudsynt å heve overføringskapasiteten i dagens regional nett på Karmøy ifølge Fagne.', 'NVE har behov for tilleggsopplysningar før vi kan behandle søknaden frå Fagne, og har i brev av 28.04.23 bedt Fagne om nye utredningar for fleire tema.']","['NVE leverte den 14.12.2023 sin innstilling for vilkårsrevisjonen i Eidfjord Nord til Olje- og energidepartementet. I innstillingen anbefaler NVE nye og moderne vilkår for kraftverkene i området. Miljøforholdene for blant annet laks og sjøørret vil få bedrede forhold. Totalproduksjonen vil gå ned med om lag 9 GWh, men anleggenes reguleringsevne blir opprettholdt.']"
06e75f4f88d1578dc0a83e496fac1df31d3e1a91,61bf04f6818d91b4c13b10754ea807f5c0c00e60,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=8757&type=a,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=8722&type=a,"['NVE har motteke konsesjonssøknad fra Fagne om ein ny 132 kV dobbelkurs kraftledning frå Bø til Meland i Karmøy kommune, Rogaland fylke.', 'Fagne søkjer om å byggje, eige og drive ein om lag 5 km lang ny 132 kV kraftleidning fra Bø transformatorstasjon til Meland. Det er søkt om ein hovedutrasé, med totalt tre undertrasear. Fagne søkjer også om å rive dagens 66 kV kraftleidning, samt å erstatte dagens tremaster med nye rundstålmaster. Fagne grunngjev søknaden med at eksisterande 66 kV nett er dimensjonert for svakt for dagens behov og forventa vekst. Det er difor naudsynt å heve overføringskapasiteten i dagens regional nett på Karmøy ifølge Fagne.', 'NVE har behov for tilleggsopplysningar før vi kan behandle søknaden frå Fagne, og har i brev av 28.04.23 bedt Fagne om nye utredningar for fleire tema.']","['Norges vassdrags- og energidirektorat (NVE) har i dag fattet vedtak om å gi Statnett SF anleggskonsesjon og ekspropriasjonstillatelse for å bygge og drive to nye 300 (420) kV sjøkabler i Alver, Gulen og Masfjorden kommuner i Vestland fylke. Statnett får også konsesjon til å gjennomføre tiltak i muffeanleggene på Mongstad og Iledalsvågen.', 'Det er forventet en betydelig forbruksvekst i Bergen og omegn. Det aller meste av forbruket som ønsker å knytte seg til nettet ligger ytterst mot kysten der nettet er svakest, og i samme område hvor Energiverk Mongstad legges ned. For å øke kapasiteten på kortere sikt arbeider Statnett nå med flere tiltak, herunder å etablere to nye sjøkabler over Fensfjorden. NVE mener dette er et fornuftig tiltak siden det vil doble kapasiteten over Fensfjorden og dermed legge til rette for økningen i forbruk.']"
06e75f4f88d1578dc0a83e496fac1df31d3e1a91,d451339b426701a4f934b5553acb6c141caaead2,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=8757&type=a,https://www.nve.no/konsesjon/konsesjonssaker/konsesjonssak?id=7573&type=A,"['NVE har motteke konsesjonssøknad fra Fagne om ein ny 132 kV dobbelkurs kraftledning frå Bø til Meland i Karmøy kommune, Rogaland fylke.', 'Fagne søkjer om å byggje, eige og drive ein om lag 5 km lang ny 132 kV kraftleidning fra Bø transformatorstasjon til Meland. Det er søkt om ein hovedutrasé, med totalt tre undertrasear. Fagne søkjer også om å rive dagens 66 kV kraftleidning, samt å erstatte dagens tremaster med nye rundstålmaster. Fagne grunngjev søknaden med at eksisterande 66 kV nett er dimensjonert for svakt for dagens behov og forventa vekst. Det er difor naudsynt å heve overføringskapasiteten i dagens regional nett på Karmøy ifølge Fagne.', 'NVE har behov for tilleggsopplysningar før vi kan behandle søknaden frå Fagne, og har i brev av 28.04.23 bedt Fagne om nye utredningar for fleire tema.']","['NVE har mottatt tilleggssøknad og tilleggsutredning fra Statnett for nye Krossberg transformatorstasjon i Stavanger kommune i Rogaland.', 'Statnett og Lnett søker nå om en ny, prioritert løsning for Krossberg transformatorstasjon, som innebærer utvidelse og ombygging av eksisterende Stølaheia transformatorstasjon med et gassisolert anlegg. Ny løsning krever et samlet inngjerdet areal på ca. 32 500 m². Opprinnelig omsøkte løsning trekkes ikke, men prioriteres under den nye løsningen. Statnett har utført tilleggsutredninger etter krav fra NVE for alle vurderte alternativer.', 'I opprinnelig søknad begrunnet Statnett tiltaket med et behov om forbedret forsyningssikkerhet i Sør-Rogaland og tilrettelegging for økt elektrifisering på Nord-Jæren. Dagens stasjon ved Stølaheia ble bygget på slutten av 1980-tallet, nærmer seg slutten av sin tekniske levetid og har behov for reinvesteringer. Statnett søkte opprinnelig kun om en plasseringen av den nye transformatorstasjonen like sørvest for dagens Stølaheia stasjon.', 'Statnett søker samtidig om tillatelse til ekspropriasjon og forhåndstiltredelse for nødvendig grunn og rettigheter til bygging og drift av den nye transformatorstasjonen, for det tilfelle det ikke er mulig å oppnå minnelig avtale med berørte grunneiere og rettighetshavere. Informasjon om hva det innebærer finner dere her: www.nve.no/grunneierinfo.']"
