nynorsk_doc_hash,bokmaal_doc_hash,nynorsk_url,bokmaal_url,nynorsk_fulltext,bokmaal_fulltext
baa44875edbc2a178af99d4675e30940f6f20b5f,467e643bfc0a7f154b8690e3fb3669292e0188b4,https://panorama.himolde.no/stikkord/kd/,https://panorama.himolde.no/stikkord/de/,"['Stikkordarkiv: KD', 'Studentsamskipnaden i Molde får 13 440 000 kroner fra Kunnskapsdepartementet til å bygge 40 studentbustader i Kristiansund. Det skriver KD i ei pressemelding i dag. – Leigeprisane har auka mykje det siste året. Vi veit at husleige er den største enkeltutgifta for dei fleste studentar. Å syte for at det finst god tilgang på trygge … Fortsett å lese Får 13 millioner kroner til 40 hyblar i Kristiansund →', 'HiMolde-styret vedtok på et telefonmøte i dag å uttrykke støtte til et alliansesvar til Kunnskapsdepartementet med sterk vektlegging av distriktsinteresser. HiMolde, HiVolda og HiLillehammer ble bedt av departementet å svare på hvordan en allianse kan styrke kvaliteten på utdanning og forskning ved de tre institusjonene. I svaret kommer det frem at dette blant annet skal … Fortsett å lese Argumenterer for sterke regioner i alliansesvaret →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: de', 'Tirsdag fikk elleve HiMolde-studenter sin debut på stolpene hos Molde Pole Studio. Det ga mersmak! Av ANDREA STRAND BARKVE Sist uke var det aktivitetsuke i regi av SiMolde, noe som innebærer at studentene gratis får prøve en rekke forskjellige fritidstilbud i Molde. Og poledance, eller stolpedans, var ett av tilbudene. Poledance er en aktivitet for … Fortsett å lese Se studentene prøve poledance for første gang →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
baa44875edbc2a178af99d4675e30940f6f20b5f,5c982959a57c23eded9847c96a94109d2b783507,https://panorama.himolde.no/stikkord/kd/,https://panorama.himolde.no/stikkord/dh/,"['Stikkordarkiv: KD', 'Studentsamskipnaden i Molde får 13 440 000 kroner fra Kunnskapsdepartementet til å bygge 40 studentbustader i Kristiansund. Det skriver KD i ei pressemelding i dag. – Leigeprisane har auka mykje det siste året. Vi veit at husleige er den største enkeltutgifta for dei fleste studentar. Å syte for at det finst god tilgang på trygge … Fortsett å lese Får 13 millioner kroner til 40 hyblar i Kristiansund →', 'HiMolde-styret vedtok på et telefonmøte i dag å uttrykke støtte til et alliansesvar til Kunnskapsdepartementet med sterk vektlegging av distriktsinteresser. HiMolde, HiVolda og HiLillehammer ble bedt av departementet å svare på hvordan en allianse kan styrke kvaliteten på utdanning og forskning ved de tre institusjonene. I svaret kommer det frem at dette blant annet skal … Fortsett å lese Argumenterer for sterke regioner i alliansesvaret →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: DH', 'For ei knapp uke siden hadde jeg en kronikk i VG om åpenhet i idretten. Logikken i kronikken var at åpenhet er et middel som motvirker organisasjoners dysfunksjonelle sider. Vi kjenner alle hva dette er i idretten, men til tross for at idretten både i Norge og internasjonalt er basert på frivillige medlemskap og representativt … Fortsett å lese Informasjon, åpenhet og kultur →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
baa44875edbc2a178af99d4675e30940f6f20b5f,26254dd4341766ddc1b7b2344a0689d8649625ca,https://panorama.himolde.no/stikkord/kd/,https://panorama.himolde.no/stikkord/ki/,"['Stikkordarkiv: KD', 'Studentsamskipnaden i Molde får 13 440 000 kroner fra Kunnskapsdepartementet til å bygge 40 studentbustader i Kristiansund. Det skriver KD i ei pressemelding i dag. – Leigeprisane har auka mykje det siste året. Vi veit at husleige er den største enkeltutgifta for dei fleste studentar. Å syte for at det finst god tilgang på trygge … Fortsett å lese Får 13 millioner kroner til 40 hyblar i Kristiansund →', 'HiMolde-styret vedtok på et telefonmøte i dag å uttrykke støtte til et alliansesvar til Kunnskapsdepartementet med sterk vektlegging av distriktsinteresser. HiMolde, HiVolda og HiLillehammer ble bedt av departementet å svare på hvordan en allianse kan styrke kvaliteten på utdanning og forskning ved de tre institusjonene. I svaret kommer det frem at dette blant annet skal … Fortsett å lese Argumenterer for sterke regioner i alliansesvaret →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: KI', 'Som akademisk institusjon har vi et særlig ansvar for å diskutere de mange utfordringene som kunstig intelligens representerer. Men gjør vi egentlig det? Jeg er teknolog. En gang føltes det som en innrømmelse. Det var den gang teknologer ble sett på som ureflekterte mennesker, kanskje til og med avstumpede, uten forståelse for de dypere og … Fortsett å lese Kunstig intelligens er visst svaret, men hva var egentlig spørsmålet? →', 'Thea Beate Brevik, viserektor for utdanning ved HiMolde, skulle ønske hun hadde hatt kunstig intelligens (KI) til hjelp da hun selv studerte. Nå har høgskolen oppdatert informasjonen om bruk av KI under eksamen og til å løse oppgaver. — Jeg bruker KI nesten hver eneste dag til å lage sånt som sammendrag av tekster, caser … Fortsett å lese Viserektor: – Bruker KI nesten hver eneste dag →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,3ac9ae39eaf401009743018a1aea678d7d3fb59d,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/i/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: I', 'Sykepleie- og vernepleiestudenter som var på Hellbillies-konsert eller på ølbaren Tapp & Kork lørdag kveld, får likevel gjøre praksis som normalt. Kontrabeskjeden fra Molde kommune og kommuneoverlege Cato Innerdal kom onsdag formiddag, på bakgrunn av en konkret vurdering Helsedirektoratet og Folkehelseinstituttet har gjort av smitterisikoen knyttet til en bærer av viruset som lørdag kveld var … Fortsett å lese Koronoaviruset: Sykepleie- og vernepleiestudenter i praksis som normalt →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,4c9132292957358747ee038c8ec5195b44f2a7f2,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/tips/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: Tips', 'Det er mye man kan skrive om når det nærmer seg jul. Egenmeldingsdagene rundt om øker i takt med strømprisene. Arbeidsstokken er sliten, det er travelt, det er mørketid og overskuddet krymper i takt med gradestokken. Men så kommer julebordet. Tjo-hei, denne festivitasen er alltid like spennende. For her kommer ofte «sannheten» fram, hva man … Fortsett å lese En innpåsliten jævel med 1,2 i promille →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,2a2b4ed3e75cbfc4d1b0ecb598456f3930a882b7,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/gris/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: Gris', '– Fascinerende, erklærte sykepleiestudent Anabell Slemmen. I dag hadde førsteårsstudentene på sykepleierbacheloren griseinvoller og sauehjerter på programmet i faget Anatomi, fysiologi og biokjemi. – Vi har fått i oppgave å skjære ut forkamrene på et sauehjerte – høyre og venstre forkammer. Det er to måter å gjøre det på, forklarte studentene Karoline Huset, Kristine Broholm, … Fortsett å lese Griseinvoller og sauehjerter →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,96d6148f70651be3cb9c3a571e38e8f18d98a60a,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/pris/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: Pris', 'Masterstudent Erik Langelo studenter i mikroøkonomi gjorde det bedre på vårens eksamen enn det 2016-klassen presterte i fjor. Langelo opplyser at i tillegg til han selv, har en ekstern sensor bidratt til å rette og sette karakterer på alle eksamensbesvarelsene. – Eksamensoppgavene var i stil med det studentene gjorde av innleveringsoppgaver, for jeg syns det … Fortsett å lese Gode resultater i mikroøkonomi med studentforeleser →', 'På Transport & logistikk-konferansen skjønte Iselin B. Sæther (27) at det fins jobber andre steder enn bare på Åndalsnes. Mandag kveld ble den tidligere HiMolde-studenten hedret med pris for årets beste masteroppgave i logistikk på konferansen. Hun ble ferdig med graden i vår. – Kjempeartig og uventet! Jeg visste ikke at høgskolen hadde sendt inn oppgaven … Fortsett å lese Klatret til topps med masteroppgave →', 'Over 60 HiMolde-studenter snuser nå på fremtidige arbeidsgivere på logistikk-konferansen Transport & logistikk. Tidligere HiMolde-student Iselin B. Sæther fikk pris for beste masteroppgave. – Dette er nærmest en obligatorisk møteplass for logistikknæringen og studentene finner mange potensielle arbeidsgivere her, sier Harald Martin Hjelle, førsteamanuensis og viserektor for forskning ved HiMolde. Han har i mange år … Fortsett å lese Massivt Molde-oppmøte på logistikk-konferanse →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,adcdb8d0351a092b3f8038a8eb8d2d99ad04e0bb,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/it/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: IT', 'Da høstsemesteret startet var over 900 HiMolde-studenter påmeldt til professor Bjørn Jægers kurs «Forretningsprosesser og ERP». For en uke siden gikk 505 av dem opp til eksamen. I en årrekke har Bjørn Jæger vært fagansvarlig for et av HiMoldes absolutt mest populære kurs: IBE430 – Forretningsprosesser og ERP. ERP er et akronym for Enterprise Resource … Fortsett å lese Hele 505 studenter tok eksamen på Bjørn Jægers populære SAP-kurs →', 'Dr. philos. Per Leon Sætre døde den 13. mars etter en tids sykdom, 83 år gammel. Av KAI A. OLSEN, OTTAR OHREN og SVEIN BRÅTHEN Han ble ansatt ved Høgskolen i Molde (den gang DH) i 1974 som førsteamanuensis innen IT, med doktorgrad innen eksperimentell elementærpartikkelfysikk fra Universitetet i Bergen. Han gikk av med pensjon … Fortsett å lese Minneord for Per Leon Sætre →', 'Torsdag fikk over 170 deltagere på INIT Molde-konferansen i Bjørnsonsalen innsikt i arbeidet og produktene til en rekke teknologitunge bedrifter i molderegionen. Rammen for programmet på Molde Næringsforums INIT-konferanse var i år lokal teknologiutvikling. EUV-leder Geir Svenning ved HiMolde satt i programkomiteen for konferansen sammen med Eirik Aa (Nivero), Marianne Hjelset (Axbit) og Frank Iversen … Fortsett å lese Lokale teknologibedrifter paraderte på INIT-konferansen →', 'Ved Høgskolen i Molde er det hardest kamp om studieplassene i vernepleie, IT og digitalisering, logistikk og rettsvitenskap. Det viser søkertallene fra Samordna opptak, som ble offentliggjort i dag. Etter rekordstore søkertall nasjonalt og ved HiMolde i 2021, er antallet søkere som har en studieplass på bachelornivå ved Høgskolen i Molde som førstevalg i vår … Fortsett å lese Fornøyd med stabilt høye søkertall →', '1766 søker har i år studier ved Høgskolen i Molde som førstevalg i Samordna opptak (SO). Det er nok en gang ny rekord. Søkertallene til HiMolde ligger over de øvrige UH-institusjonene i Møre og Romsdal. NTNU Ålesund kan i år notere seg for 1596 søkere, mens 1413 har søkt seg til Høgskulen i Volda. – … Fortsett å lese Søkertallene til HiMolde når nye høyder →', 'Trygve Ellingsen gikk bort i april 2020, etter lengre tids sykdom, 79 år gammel. Av SVEIN BRÅTHEN, dekan Han var amanuensis i datafag ved DH Molde, senere Høgskolen i Molde, fra 1973 inntil han gikk av med pensjon i 2009. I denne perioden hadde han et 2-årig opphold for å lede et større utviklingsprosjekt. Før … Fortsett å lese Til minne om Trygve Ellingsen →', 'De siste par årene har tilgang på store datamengder og økt prosessorkraft gitt høyere fart til utviklingen innen maskinlæring og kunstig intelligens. Det sier Vegard Flovik, som er leder for dataanalyse i Axbit. Han var først ute med foredrag på dagens frokostmøte om maskinlæring på Molde campus, som ble arrangert av Molde Næringsforum og HiMolde. … Fortsett å lese Populært frokostmøte om maskinlæring →', 'Kai A. Olsens lærebok «Praktisk programmering» kan absolutt brukes som et grunnlag om man har lyst til å begynne med programmering Av JOHN ERIK JOHNSEN, leder for programvareavdelingen i Adcom Molde «Praktisk programmering» av professor Kai A. Olsen ved Høgskolen i Molde er helt fersk av året, og danner pensum i faget Praktisk programmering som … Fortsett å lese Nyttig innsikt i programmering →', 'I morgen forsvarer hviterussiske Sergei Teryokhin (39) sin doktorgradsavhandling i logistikk om transakssjonskostnader og IT-samarbeid mellom bedrifter. – Muligheten til å følge med på hverandre med et felles informasjonssystem er gunstig i en kjøper- og leverandørrelasjon, men likevel er det få bedrifter som utnytter potensialet, sier Teryokhin. Han sier at det som typisk utveksles i … Fortsett å lese Forsvarer doktorgrad om effekter av IT-støttet informasjonsdeling →', 'Dagens tall fra Samordna opptak viser at 1155 søkere har en utdanning ved HiMolde som førstevalg. Økningen er på nær 18 prosent fra i fjor, noe som plasserer HiMolde på norgestoppen. Blide fjes, kaker og brus på Molde campus i dag vitnet om de gode nyhetene fra Samordna opptak. Søkertallene til HiMolde i Samordna opptak … Fortsett å lese HiMolde på norgestoppen i relativ økning i søkertall →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,4f37f020535f92a4fe064f88babd7701e9d69ae7,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/fisk/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: Fisk', 'Først ble Galina Budyuk (26) norgesfrelst, så ble hun moldefrelst. Og etter å ha lært seg norsk, fikk hun endelig drømmejobben i Molde. I juni begynte russiske Galina Budyuk som konsulent i Maritech Systems i Molde, et firma som leverer programvareløsninger til sjømatindustrien verden over. Og med det kunne hun krysse av ved alle tre … Fortsett å lese Lærte seg norsk og fikk drømmejobben i Molde →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,ef58ac8657ba04ea732055838f49a03d0d9d5b0b,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/liks/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: LIKS', 'Denne tekstens tittel er et tyveri. Den er stjålet fra en rapport min sosiolog-kollega Arild Danielsen skrev for Kulturrådet for bortimot femten år siden (den er også utgitt som bok), og som handlet om hva som kjennetegner kunst- og kulturpublikummet. En av tingene Danielsen pekte på, var hvordan store deler av publikummet har et mer … Fortsett å lese Behaget i kulturen →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,e8e0186530311a40273c40a9db76b61204b5bdb8,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/ios/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: IOS', 'I morgen forsvarer hviterussiske Sergei Teryokhin (39) sin doktorgradsavhandling i logistikk om transakssjonskostnader og IT-samarbeid mellom bedrifter. – Muligheten til å følge med på hverandre med et felles informasjonssystem er gunstig i en kjøper- og leverandørrelasjon, men likevel er det få bedrifter som utnytter potensialet, sier Teryokhin. Han sier at det som typisk utveksles i … Fortsett å lese Forsvarer doktorgrad om effekter av IT-støttet informasjonsdeling →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,39e4e4112e46a5c2fd84855c388422350650d0b4,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/lis/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: LIS', 'GARDERMOEN (Panorama): LogistikkForum har i år igjen invitert studentene ved logistikk på Høgskolen i Molde til den 59. Transport- og Logistikkonferansen som holdes i The Qube på Gardermoen. Masterstudentene Odin Kvalvåg Dahlen og Andreas Møll Kleiven fikk under årets Transport- og Logistikkonferanse utdelt prisen for beste masteroppgave. De to har tatt en mastergrad i Petroleum … Fortsett å lese 64 HiMolde-studenter på Transport- og Logistikkonferansen →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
58d03bc885ab41dec1c9a543f9d1dfd8534e99dc,870e5ffcb8797cf1d007aaebcc0b962bcb65483b,https://panorama.himolde.no/stikkord/is/,https://panorama.himolde.no/stikkord/hist/,"['Stikkordarkiv: IS', 'Forfatter og journalist Nawzat Shamdin så pistolen med lyddemper bli trukket. En bombeeksplosjon var trolig det som reddet livet hans. Eller var det bomben som var myntet på Shamdin? Skulle den 12-13 år gamle gutten skyte noen andre? Da Shamdin, som nå er fribyforfatter i Skien, torsdag ble intervjuet av Aage Borchgrevink på Bjørnsonfestivalen i … Fortsett å lese Skulle skytes, men ble reddet av bombe →', 'Massakrane og terroren som Den islamske stat (IS) står for i Irak og Syria er avskyeleg og skremmande. Skremmande fordi vi veit av utviklinga at stadig fleire uskuldige står for tur til å bli drepne, og skremmande også fordi folk frå Noreg reiser dit for å delta. Korleis kan personar som har vakse opp i … Fortsett å lese Mot i brystet, vett i panna? →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']","['Stikkordarkiv: HiST', 'Mennesker og forretningskultur var temaer på seminaret «Logistikk for framtiden» på i Trondheim fredag 25. september. Av MING SU og NANCY LE (foto) Årets tema var «Effektivt og bærekraftig – Hvordan drive konkurransedyktig logistikk». Seminaret så dagens lys for første gang i 2003 og har siden vært et årlig arrangement i regi av logistikktudentene ved … Fortsett å lese Mennesket i sentrum på logistikkseminar →', 'Både NHO og LO i Trøndelag har blandede følelser for å slå sammen HiST og NTNU. Mange bedrifter synes det er vanskeligere å oppnå kontakt med NTNU, og frykter svekket innovasjonskraft. Av ALBERT COLLETT / Universitetsavisa – Det er viktig å skille mellom høgskoler og universitet. Hver har sin egenart. NTNU ser med rette sine … Fortsett å lese Næringslivet frykter høyere dørstokk →', '""Panorama er Høgskolen i Moldes uavhengige nettavis. Panorama skal drive fri og uavhengig journalistikk i tråd med den frie presses idealer.""']"
